Κωδικός,Ονομασία,Ποσό 1,Ποσό 2,Ποσό 3
23,"Μεταβιβάσεις",2.800,,
24,"Αγορές αγαθών και υπηρεσιών",25.000,,
1019-206-9924400,"Διεύθυνση Δευτεροβάθμιας Εκπαίδευσης στο νομό Ρεθύμνου",74.700,,
21,"Παροχές σε εργαζομένους",47.900,,
23,"Μεταβιβάσεις",2.800,,
24,"Αγορές αγαθών και υπηρεσιών",24.000,,
1019-206-9924500,"Διεύθυνση Δευτεροβάθμιας Εκπαίδευσης στο νομό Ροδόπης",83.700,,
21,"Παροχές σε εργαζομένους",66.900,,
23,"Μεταβιβάσεις",2.800,,
24,"Αγορές αγαθών και υπηρεσιών",14.000,,
1019-206-9924600,"Διεύθυνση Δευτεροβάθμιας Εκπαίδευσης στο νομό Σάμου",75.200,,
21,"Παροχές σε εργαζομένους",38.400,,
23,"Μεταβιβάσεις",2.800,,
24,"Αγορές αγαθών και υπηρεσιών",34.000,,
1019-206-9924700,"Διεύθυνση Δευτεροβάθμιας Εκπαίδευσης στο νομό Σερρών",111.700,,
21,"Παροχές σε εργαζομένους",64.900,,
23,"Μεταβιβάσεις",2.800,,
24,"Αγορές αγαθών και υπηρεσιών",44.000,,
1019-206-9924800,"Διεύθυνση Δευτεροβάθμιας Εκπαίδευσης στο νομό Τρικάλων",58.200,,
21,"Παροχές σε εργαζομένους",36.400,,
23,"Μεταβιβάσεις",2.800,,
24,"Αγορές αγαθών και υπηρεσιών",19.000,,
1019-206-9924900,"Διεύθυνση Δευτεροβάθμιας Εκπαίδευσης στο νομό Φθιώτιδας",86.700,,
21,"Παροχές σε εργαζομένους",53.900,,
23,"Μεταβιβάσεις",2.800,,
24,"Αγορές αγαθών και υπηρεσιών",30.000,,
1019-206-9925000,"Διεύθυνση Δευτεροβάθμιας Εκπαίδευσης στο νομό Φλώρινας",67.700,,
21,"Παροχές σε εργαζομένους",40.900,,
23,"Μεταβιβάσεις",2.800,,
24,"Αγορές αγαθών και υπηρεσιών",24.000,,
1019-206-9925100,"Διεύθυνση Δευτεροβάθμιας Εκπαίδευσης στο νομό Φωκίδας",71.700,,
21,"Παροχές σε εργαζομένους",42.900,,
23,"Μεταβιβάσεις",2.800,,
24,"Αγορές αγαθών και υπηρεσιών",26.000,,
1019-206-9925200,"Διεύθυνση Δευτεροβάθμιας Εκπαίδευσης στο νομό Χαλκιδικής",85.700,,
21,"Παροχές σε εργαζομένους",32.900,,
23,"Μεταβιβάσεις",2.800,,
24,"Αγορές αγαθών και υπηρεσιών",50.000,,
1019-206-9925300,"Διεύθυνση Δευτεροβάθμιας Εκπαίδευσης στο νομό Χανίων",132.700,,
21,"Παροχές σε εργαζομένους",85.900,,
23,"Μεταβιβάσεις",2.800,,
24,"Αγορές αγαθών και υπηρεσιών",44.000,,
1019-206-9925400,"Διεύθυνση Δευτεροβάθμιας Εκπαίδευσης στο νομό Χίου",78.200,,
21,"Παροχές σε εργαζομένους",41.400,,
23,"Μεταβιβάσεις",2.800,,
24,"Αγορές αγαθών και υπηρεσιών",34.000,,
1019-206-9925500,"Διεύθυνση Δευτεροβάθμιας Εκπαίδευσης Νομαρχιακού Τομέα Ανατολικής Αθήνας",126.400,,
21,"Παροχές σε εργαζομένους",109.600,,
23,"Μεταβιβάσεις",2.800,,
24,"Αγορές αγαθών και υπηρεσιών",14.000,,
1019-206-9925600,"Διεύθυνση Δευτεροβάθμιας Εκπαίδευσης Νομαρχιακού Τομέα Δυτικής Αθήνας",126.900,,
21,"Παροχές σε εργαζομένους",110.100,,
23,"Μεταβιβάσεις",2.800,,
24,"Αγορές αγαθών και υπηρεσιών",14.000,,
1019-206-9925700,"Διεύθυνση Δευτεροβάθμιας Εκπαίδευσης Νομαρχιακού Τομέα Νότιας Αθήνας",126.900,,
21,"Παροχές σε εργαζομένους",109.300,,
23,"Μεταβιβάσεις",3.600,,
24,"Αγορές αγαθών και υπηρεσιών",14.000,,
1019-207-0000000,"Γενική Γραμματεία Επαγγελματικής Εκπαίδευσης  Κατάρτισης και Δια Βίου Μαθησης",84.685.100,,
21,"Παροχές σε εργαζομένους",6.449.000,,
23,"Μεταβιβάσεις",77.923.000,,
24,"Αγορές αγαθών και υπηρεσιών",184.100,,
29,"Πιστώσεις υπό κατανομή",129.000,,
1019-208-0000000,"Γενική Γραμματεία Ανώτατης Εκπαίδευσης",255.845.600,,
21,"Παροχές σε εργαζομένους",2.216.000,,
22,"Κοινωνικές παροχές",12.000,,
23,"Μεταβιβάσεις",173.516.600,,
24,"Αγορές αγαθών και υπηρεσιών",80.041.000,,
25,"Επιδοτήσεις",60.000,,
1019-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Παιδείας και Θρησκευμάτων  οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/ Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",101.217.300,,
21,"Παροχές σε εργαζομένους",35.615.300,,
22,"Κοινωνικές παροχές",280.000,,
23,"Μεταβιβάσεις",45.312.500,,
24,"Αγορές αγαθών και υπηρεσιών",17.802.900,,
29,"Πιστώσεις υπό κατανομή",989.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",1.217.600,,
1019-801-0000000,"Δαπάνες της Ανεξάρτητης Αρχής Διασφάλισης της Ποιότητας στην Πρωτοβάθμια και Δευτεροβάθμια Εκπαίδευση που καλύπτονται από τον προϋπολογισμό του Υπουργείου Παιδείας και Θρησκευμάτων",80.000,,
21,"Παροχές σε εργαζομένους",61.000,,
24,"Αγορές αγαθών και υπηρεσιών",16.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",3.000,,
1019-802-0000000,"Δαπάνες της Ανεξάρτητης Αρχής Διασφάλισης της Ποιότητας στην Ανώτατη Εκπαίδευση που καλύπτονται από τον προϋπολογισμό του Υπουργείου Παιδείας και Θρησκευμάτων",719.000,,
21,"Παροχές σε εργαζομένους",654.000,,
24,"Αγορές αγαθών και υπηρεσιών",64.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",1.000,,
1019-803-0000000,"Δαπάνες της Ανεξάρτητης Αρχής Εθνικός Οργανισμός Εξετάσεων που καλύπτονται από τον προϋπολογισμό του Υπουργείου Παιδείας και Θρησκευμάτων",87.000,,
21,"Παροχές σε εργαζομένους",51.000,,
24,"Αγορές αγαθών και υπηρεσιών",28.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",8.000,,
1019-901-0000000,"Δαπάνες του νομικού προσώπου Ακαδημίας Αθηνών που βαρύνουν απευθείας τον προϋπολογισμό του Υπουργείου Παιδείας και Θρησκευμάτων (εκτός επιχορήγησης)",5.036.700,,
21,"Παροχές σε εργαζομένους",5.036.700,,
1019-905-0000000,"Αμοιβές και αποζημιώσεις υπαλλήλων των νομικών προσώπων της Ανώτατης Εκπαίδευσης που βαρύνουν απευθείας τον προϋπολογισμό του Υπουργείου Παιδείας και Θρησκευμάτων (εκτός επιχορήγησης)",647.371.000,,
21,"Παροχές σε εργαζομένους",647.371.000,,
1019-906-0000000,"Αμοιβές και αποζημιώσεις υπαλλήλων των πανεπιστημιακών νοσοκομείων που βαρύνουν απευθείας τον προϋπολογισμό του Υπουργείου Παιδείας και Θρησκευμάτων (εκτός επιχορήγησης)",12.110.000,,
21,"Παροχές σε εργαζομένους",12.110.000,,
1019-907-0000000,"Αμοιβές και αποζημιώσεις υπαλλήλων των Ανώτατων Εκκλησιαστικών Ακαδημιών που βαρύνουν απευθείας τον προϋπολογισμό του Υπουργείου Παιδείας και Θρησκευμάτων (εκτός επιχορήγησης)",2.101.000,,
21,"Παροχές σε εργαζομένους",2.101.000,,
1019-908-0000000,"Αμοιβές και αποζημιώσεις υπαλλήλων των Βιβλιοθηκών που βαρύνουν απευθείας τον προϋπολογισμό του Υπουργείου Παιδείας και Θρησκευμάτων (εκτός επιχορήγησης)",5.240.000,,
21,"Παροχές σε εργαζομένους 5.240.000 STOP Σύνολο:",4.953.000.000,,
1019-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Παιδείας και Θρησκευμάτων  οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/ Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",110.000.000,,
29,"Πιστώσεις υπό κατανομή 110.000.000 STOP Σύνολο:",110.000.000,,
1019-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Παιδείας και Θρησκευμάτων  οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/ Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",400.000.000,,
21,"Παροχές σε εργαζομένους",170.812.000,,
22,"Κοινωνικές παροχές",2.340.000,,
23,"Μεταβιβάσεις",96.700.000,,
24,"Αγορές αγαθών και υπηρεσιών",27.115.000,,
1021-101-0000000,"Γραφεία Υπουργού  Αναπληρωτών Υπουργών  Υφυπουργών  Γενικών και Ειδικών Γραμματέων  Αναπληρωτών Γενικών Γραμματέων και Υπηρεσιακού Γραμματέα του Υπουργείου Πολιτισμού και Αθλητισμού",2.274.000,,
21,"Παροχές σε εργαζομένους",1.959.000,,
24,"Αγορές αγαθών και υπηρεσιών",315.000,,
1021-203-0000000,"Γενική Γραμματεία Αθλητισμού",53.740.000,,
21,"Παροχές σε εργαζομένους",8.335.000,,
22,"Κοινωνικές παροχές",2.290.000,,
23,"Μεταβιβάσεις",40.927.000,,
24,"Αγορές αγαθών και υπηρεσιών",1.958.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",230.000,,
1021-204-0000000,"Γενική Γραμματεία Πολιτισμού",167.063.000,,
21,"Παροχές σε εργαζομένους",147.696.000,,
22,"Κοινωνικές παροχές",50.000,,
23,"Μεταβιβάσεις",3.520.000,,
24,"Αγορές αγαθών και υπηρεσιών",13.583.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",2.214.000,,
1021-205-0000000,"Γενική Γραμματεία Σύγχρονου Πολιτισμού",53.815.000,,
21,"Παροχές σε εργαζομένους",2.766.000,,
23,"Μεταβιβάσεις",50.679.000,,
24,"Αγορές αγαθών και υπηρεσιών",370.000,,
1021-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",23.308.000,,
21,"Παροχές σε εργαζομένους",10.056.000,,
23,"Μεταβιβάσεις",1.574.000,,
24,"Αγορές αγαθών και υπηρεσιών",10.889.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων 789.000 STOP Σύνολο:",300.200.000,,
1021-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",15.000.000,,
29,"Πιστώσεις υπό κατανομή 15.000.000 STOP Σύνολο:",15.000.000,,
1021-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",20.000.000,,
21,"Παροχές σε εργαζομένους",525.761.000,,
22,"Κοινωνικές παροχές",38.272.000,,
23,"Μεταβιβάσεις",2.970.760.000,,
24,"Αγορές αγαθών και υπηρεσιών",170.584.000,,
25,"Επιδοτήσεις",3.000.000,,
26,"Τόκοι",4.500.000.000,,
27,"Λοιπές δαπάνες",70.000.000,,
29,"Πιστώσεις υπό κατανομή",1.339.551.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",48.955.000,,
45,"Συμμετοχικοί τίτλοι και μερίδια επενδυτικών κεφαλαίων",550.500.000,,
53,"Χρεωστικοί τίτλοι (υποχρεώσεις)",19.367.000.000,,
54,"Δάνεια",601.528.000.000,,
1023-101-0000000,"Γραφεία Υπουργού  Αναπληρωτών Υπουργών  Υφυπουργών  Γενικών και Ειδικών Γραμματέων  Αναπληρωτών Γενικών Γραμματέων και Υπηρεσιακού Γραμματέα του Υπουργείου Οικονομικών",2.189.000,,
21,"Παροχές σε εργαζομένους",1.554.000,,
24,"Αγορές αγαθών και υπηρεσιών",621.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",14.000,,
1023-203-0000000,"Γενική Γραμματεία Οικονομικής Πολιτικής",8.667.000,,
21,"Παροχές σε εργαζομένους",4.747.000,,
23,"Μεταβιβάσεις",3.600.000,,
24,"Αγορές αγαθών και υπηρεσιών",312.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",8.000,,
1023-204-0000000,"Γενική Γραμματεία Δημοσιονομικής Πολιτικής (εκτός των Δημοσιονομικών Υπηρεσιών Εποπτείας και Ελέγχου στις Νομαρχίες και στους Νομούς)",41.015.000,,
21,"Παροχές σε εργαζομένους",35.110.000,,
23,"Μεταβιβάσεις",3.420.000,,
24,"Αγορές αγαθών και υπηρεσιών",2.362.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",123.000,,
1023-204-0310100,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Αιτωλοακαρνανίας",16.000,,
24,"Αγορές αγαθών και υπηρεσιών",15.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",1.000,,
1023-204-0310200,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Αργολίδας",22.000,,
24,"Αγορές αγαθών και υπηρεσιών",19.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",3.000,,
1023-204-0310300,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Αρκαδίας",20.000,,
24,"Αγορές αγαθών και υπηρεσιών",19.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",1.000,,
1023-204-0310400,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Άρτας",19.000,,
24,"Αγορές αγαθών και υπηρεσιών",18.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",1.000,,
1023-204-0310500,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στη Νομαρχία Αθηνών",67.000,,
24,"Αγορές αγαθών και υπηρεσιών",66.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",1.000,,
1023-204-0310600,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στη Νομαρχία Πειραιά",40.000,,
24,"Αγορές αγαθών και υπηρεσιών",37.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",3.000,,
1023-204-0310700,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στη Νομαρχία Ανατολικής Αττικής",40.000,,
24,"Αγορές αγαθών και υπηρεσιών",39.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",1.000,,
1023-204-0310800,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στη Νομαρχία Δυτικής Αττικής",17.000,,
24,"Αγορές αγαθών και υπηρεσιών",17.000,,
1023-204-0310900,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Αχαΐας",51.000,,
24,"Αγορές αγαθών και υπηρεσιών",51.000,,
1023-204-0311000,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Βοιωτίας",11.000,,
24,"Αγορές αγαθών και υπηρεσιών",10.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",1.000,,
1023-204-0311100,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Γρεβενών",4.000,,
24,"Αγορές αγαθών και υπηρεσιών",4.000,,
1023-204-0311200,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Δράμας",5.000,,
24,"Αγορές αγαθών και υπηρεσιών",5.000,,
1023-204-0311300,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Δωδεκανήσου",20.000,,
24,"Αγορές αγαθών και υπηρεσιών",17.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",3.000,,
1023-204-0311400,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Έβρου",7.000,,
24,"Αγορές αγαθών και υπηρεσιών",6.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",1.000,,
1023-204-0311500,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Ευβοίας",18.000,,
24,"Αγορές αγαθών και υπηρεσιών",18.000,,
1023-204-0311600,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Ευρυτανίας",14.000,,
24,"Αγορές αγαθών και υπηρεσιών",14.000,,
1023-204-0311700,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Ζακύνθου",8.000,,
24,"Αγορές αγαθών και υπηρεσιών",8.000,,
1023-204-0311800,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Ηλείας",7.000,,
24,"Αγορές αγαθών και υπηρεσιών",6.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",1.000,,
1023-204-0311900,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Ημαθίας",23.000,,
24,"Αγορές αγαθών και υπηρεσιών",23.000,,
1023-204-0312000,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Ηρακλείου",40.000,,
24,"Αγορές αγαθών και υπηρεσιών",39.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",1.000,,
1023-204-0312100,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Θεσπρωτίας",7.000,,
24,"Αγορές αγαθών και υπηρεσιών",7.000,,
1023-204-0312200,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Θεσσαλονίκης",50.000,,
24,"Αγορές αγαθών και υπηρεσιών",41.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",9.000,,
1023-204-0312300,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Ιωαννίνων",15.000,,
24,"Αγορές αγαθών και υπηρεσιών",12.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",3.000,,
1023-204-0312400,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Καβάλας",12.000,,
24,"Αγορές αγαθών και υπηρεσιών",12.000,,
1023-204-0312500,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Καρδίτσας",31.000,,
24,"Αγορές αγαθών και υπηρεσιών",29.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",2.000,,
1023-204-0312600,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Καστοριάς",19.000,,
24,"Αγορές αγαθών και υπηρεσιών",19.000,,
1023-204-0312700,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Κέρκυρας",18.000,,
24,"Αγορές αγαθών και υπηρεσιών",17.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",1.000,,
1023-204-0312800,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Κεφαλληνίας",16.000,,
24,"Αγορές αγαθών και υπηρεσιών",16.000,,
1023-204-0312900,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Κιλκίς",12.000,,
24,"Αγορές αγαθών και υπηρεσιών",12.000,,
1023-204-0313000,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Κοζάνης",16.000,,
24,"Αγορές αγαθών και υπηρεσιών",16.000,,
1023-204-0313100,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Κορινθίας",21.000,,
24,"Αγορές αγαθών και υπηρεσιών",20.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",1.000,,
1023-204-0313200,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Κυκλάδων",23.000,,
24,"Αγορές αγαθών και υπηρεσιών",23.000,,
1023-204-0313300,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Λακωνίας",13.000,,
24,"Αγορές αγαθών και υπηρεσιών",13.000,,
1023-204-0313400,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Λάρισας",32.000,,
24,"Αγορές αγαθών και υπηρεσιών",29.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",3.000,,
1023-204-0313500,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Λασιθίου",13.000,,
24,"Αγορές αγαθών και υπηρεσιών",12.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",1.000,,
1023-204-0313600,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Λέσβου",19.000,,
24,"Αγορές αγαθών και υπηρεσιών",19.000,,
1023-204-0313700,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Λευκάδας",13.000,,
24,"Αγορές αγαθών και υπηρεσιών",12.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",1.000,,
1023-204-0313800,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Μαγνησίας",34.000,,
24,"Αγορές αγαθών και υπηρεσιών",34.000,,
1023-204-0313900,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Μεσσηνίας",19.000,,
24,"Αγορές αγαθών και υπηρεσιών",18.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",1.000,,
1023-204-0314000,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Ξάνθης",4.000,,
24,"Αγορές αγαθών και υπηρεσιών",4.000,,
1023-204-0314100,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Πέλλας",5.000,,
24,"Αγορές αγαθών και υπηρεσιών",5.000,,
1023-204-0314200,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Πιερίας",15.000,,
24,"Αγορές αγαθών και υπηρεσιών",13.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",2.000,,
1023-204-0314300,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Πρέβεζας",17.000,,
24,"Αγορές αγαθών και υπηρεσιών",17.000,,
1023-204-0314400,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Ρεθύμνου",19.000,,
24,"Αγορές αγαθών και υπηρεσιών",19.000,,
1023-204-0314500,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Ροδόπης",29.000,,
24,"Αγορές αγαθών και υπηρεσιών",29.000,,
1023-204-0314600,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Σάμου",18.000,,
24,"Αγορές αγαθών και υπηρεσιών",16.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",2.000,,
1023-204-0314700,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Σερρών",13.000,,
24,"Αγορές αγαθών και υπηρεσιών",11.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",2.000,,
1023-204-0314800,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Τρικάλων",26.000,,
24,"Αγορές αγαθών και υπηρεσιών",24.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",2.000,,
1023-204-0314900,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Φθιώτιδας",24.000,,
24,"Αγορές αγαθών και υπηρεσιών",23.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",1.000,,
1023-204-0315000,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Φλώρινας",8.000,,
24,"Αγορές αγαθών και υπηρεσιών",8.000,,
1023-204-0315100,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Φωκίδας",15.000,,
24,"Αγορές αγαθών και υπηρεσιών",15.000,,
1023-204-0315200,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Χαλκιδικής",20.000,,
24,"Αγορές αγαθών και υπηρεσιών",19.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",1.000,,
1023-204-0315300,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Χανίων",26.000,,
24,"Αγορές αγαθών και υπηρεσιών",24.000,,
