Κωδικός,Ονομασία,Ποσό 1,Ποσό 2,Ποσό 3
1024-701-0000000,"Δαπάνες μεταναστευτικών ροών του Υπουργείου Εθνικής Οικονομίας και Οικονομικών",180.000.000,,
29,"Πιστώσεις υπό κατανομή",180.000.000,,
1024-711-0000000,"Γενικές Κρατικές Δαπάνες",1.242.382.370.000,,
22,"Κοινωνικές παροχές",321.116.000,,
23,"Μεταβιβάσεις",3.239.671.000,,
24,"Αγορές αγαθών και υπηρεσιών",216.814.000,,
26,"Τόκοι",7.701.000.000,,
27,"Λοιπές δαπάνες",100.000.000,,
29,"Πιστώσεις υπό κατανομή",2.784.155.000,,
31,"Πάγια περιουσιακά στοιχεία",5.614.000,,
44,"Δάνεια",3.741.000.000,,
45,"Συμμετοχικοί τίτλοι και μερίδια επενδυτικών κεφαλαίων",1.733.000.000,,
53,"Χρεωστικοί τίτλοι (υποχρεώσεις)",19.375.000.000,,
54,"Δάνεια",1.203.165.000.000,,
1024-801-0000000,"Δαπάνες της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» (εκτός των Δημόσιων Οικονομικών Υπηρεσιών και των Τελωνείων)  που καλύπτονται από τον προϋπολογισμό του Υπουργείου Εθνικής Οικονομίας και Οικονομικών",495.920.000,,
21,"Παροχές σε εργαζομένους",408.260.000,,
23,"Μεταβιβάσεις",12.340.000,,
24,"Αγορές αγαθών και υπηρεσιών",71.898.000,,
27,"Λοιπές δαπάνες",10.000,,
31,"Πάγια περιουσιακά στοιχεία",3.412.000,,
1024-801-0320100,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Αιτωλοακαρνανίας",111.000,,
24,"Αγορές αγαθών και υπηρεσιών",111.000,,
1024-801-0320200,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Αργολίδας",83.000,,
24,"Αγορές αγαθών και υπηρεσιών",80.000,,
31,"Πάγια περιουσιακά στοιχεία",3.000,,
1024-801-0320300,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Αρκαδίας",77.000,,
24,"Αγορές αγαθών και υπηρεσιών",77.000,,
1024-801-0320400,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Άρτας",41.000,,
24,"Αγορές αγαθών και υπηρεσιών",41.000,,
1024-801-0320500,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στη Νομαρχία Αθηνών",858.000,,
24,"Αγορές αγαθών και υπηρεσιών",848.000,,
31,"Πάγια περιουσιακά στοιχεία",10.000,,
1024-801-0320600,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στη Νομαρχία Πειραιά",497.000,,
24,"Αγορές αγαθών και υπηρεσιών",497.000,,
1024-801-0320700,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στη Νομαρχία Ανατολικής Αττικής",1.006.000,,
24,"Αγορές αγαθών και υπηρεσιών",968.000,,
31,"Πάγια περιουσιακά στοιχεία",38.000,,
1024-801-0320800,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στη Νομαρχία Δυτικής Αττικής",280.000,,
24,"Αγορές αγαθών και υπηρεσιών",280.000,,
1024-801-0320900,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Αχαΐας",199.000,,
24,"Αγορές αγαθών και υπηρεσιών",196.000,,
31,"Πάγια περιουσιακά στοιχεία",3.000,,
1024-801-0321000,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Βοιωτίας",106.000,,
24,"Αγορές αγαθών και υπηρεσιών",104.000,,
31,"Πάγια περιουσιακά στοιχεία",2.000,,
1024-801-0321100,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Γρεβενών",47.000,,
24,"Αγορές αγαθών και υπηρεσιών",47.000,,
1024-801-0321200,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Δράμας",78.000,,
24,"Αγορές αγαθών και υπηρεσιών",73.000,,
31,"Πάγια περιουσιακά στοιχεία",5.000,,
1024-801-0321300,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Δωδεκανήσου",186.000,,
24,"Αγορές αγαθών και υπηρεσιών",178.000,,
31,"Πάγια περιουσιακά στοιχεία",8.000,,
1024-801-0321400,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Έβρου",217.000,,
24,"Αγορές αγαθών και υπηρεσιών",194.000,,
31,"Πάγια περιουσιακά στοιχεία",23.000,,
1024-801-0321500,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Ευβοίας",114.000,,
24,"Αγορές αγαθών και υπηρεσιών",111.000,,
31,"Πάγια περιουσιακά στοιχεία",3.000,,
1024-801-0321600,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Ευρυτανίας",49.000,,
24,"Αγορές αγαθών και υπηρεσιών",47.000,,
31,"Πάγια περιουσιακά στοιχεία",2.000,,
1024-801-0321700,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Ζακύνθου",34.000,,
24,"Αγορές αγαθών και υπηρεσιών",34.000,,
1024-801-0321800,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Ηλείας",95.000,,
24,"Αγορές αγαθών και υπηρεσιών",92.000,,
31,"Πάγια περιουσιακά στοιχεία",3.000,,
1024-801-0321900,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Ημαθίας",107.000,,
24,"Αγορές αγαθών και υπηρεσιών",106.000,,
31,"Πάγια περιουσιακά στοιχεία",1.000,,
1024-801-0322000,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Ηρακλείου",110.000,,
24,"Αγορές αγαθών και υπηρεσιών",107.000,,
31,"Πάγια περιουσιακά στοιχεία",3.000,,
1024-801-0322100,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Θεσπρωτίας",57.000,,
24,"Αγορές αγαθών και υπηρεσιών",57.000,,
1024-801-0322200,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Θεσσαλονίκης",839.000,,
24,"Αγορές αγαθών και υπηρεσιών",818.000,,
31,"Πάγια περιουσιακά στοιχεία",21.000,,
1024-801-0322300,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Ιωαννίνων",70.000,,
24,"Αγορές αγαθών και υπηρεσιών",67.000,,
31,"Πάγια περιουσιακά στοιχεία",3.000,,
1024-801-0322400,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Καβάλας",60.000,,
24,"Αγορές αγαθών και υπηρεσιών",59.000,,
31,"Πάγια περιουσιακά στοιχεία",1.000,,
1024-801-0322500,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Καρδίτσας",89.000,,
24,"Αγορές αγαθών και υπηρεσιών",89.000,,
1024-801-0322600,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Καστοριάς",76.000,,
24,"Αγορές αγαθών και υπηρεσιών",73.000,,
31,"Πάγια περιουσιακά στοιχεία",3.000,,
1024-801-0322700,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Κέρκυρας",124.000,,
24,"Αγορές αγαθών και υπηρεσιών",119.000,,
31,"Πάγια περιουσιακά στοιχεία",5.000,,
1024-801-0322800,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Κεφαλληνίας",51.000,,
24,"Αγορές αγαθών και υπηρεσιών",51.000,,
1024-801-0322900,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Κιλκίς",69.000,,
24,"Αγορές αγαθών και υπηρεσιών",64.000,,
31,"Πάγια περιουσιακά στοιχεία",5.000,,
1024-801-0323000,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Κοζάνης",188.000,,
24,"Αγορές αγαθών και υπηρεσιών",176.000,,
31,"Πάγια περιουσιακά στοιχεία",12.000,,
1024-801-0323100,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Κορινθίας",86.000,,
24,"Αγορές αγαθών και υπηρεσιών",86.000,,
1024-801-0323200,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Κυκλάδων",200.000,,
24,"Αγορές αγαθών και υπηρεσιών",199.000,,
31,"Πάγια περιουσιακά στοιχεία",1.000,,
1024-801-0323300,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Λακωνίας",57.000,,
24,"Αγορές αγαθών και υπηρεσιών",56.000,,
31,"Πάγια περιουσιακά στοιχεία",1.000,,
1024-801-0323400,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Λάρισας",159.000,,
24,"Αγορές αγαθών και υπηρεσιών",157.000,,
31,"Πάγια περιουσιακά στοιχεία",2.000,,
1024-801-0323500,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Λασιθίου",47.000,,
24,"Αγορές αγαθών και υπηρεσιών",47.000,,
1024-801-0323600,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Λέσβου",129.000,,
24,"Αγορές αγαθών και υπηρεσιών",128.000,,
31,"Πάγια περιουσιακά στοιχεία",1.000,,
1024-801-0323700,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Λευκάδας",40.000,,
24,"Αγορές αγαθών και υπηρεσιών",39.000,,
31,"Πάγια περιουσιακά στοιχεία",1.000,,
1024-801-0323800,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Μαγνησίας",149.000,,
24,"Αγορές αγαθών και υπηρεσιών",149.000,,
1024-801-0323900,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Μεσσηνίας",85.000,,
24,"Αγορές αγαθών και υπηρεσιών",85.000,,
1024-801-0324000,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Ξάνθης",76.000,,
24,"Αγορές αγαθών και υπηρεσιών",76.000,,
1024-801-0324100,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Πέλλας",94.000,,
24,"Αγορές αγαθών και υπηρεσιών",91.000,,
31,"Πάγια περιουσιακά στοιχεία",3.000,,
1024-801-0324200,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Πιερίας",73.000,,
24,"Αγορές αγαθών και υπηρεσιών",72.000,,
31,"Πάγια περιουσιακά στοιχεία",1.000,,
1024-801-0324300,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Πρέβεζας",55.000,,
24,"Αγορές αγαθών και υπηρεσιών",49.000,,
31,"Πάγια περιουσιακά στοιχεία",6.000,,
1024-801-0324400,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Ρεθύμνου",73.000,,
24,"Αγορές αγαθών και υπηρεσιών",72.000,,
31,"Πάγια περιουσιακά στοιχεία",1.000,,
1024-801-0324500,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Ροδόπης",44.000,,
24,"Αγορές αγαθών και υπηρεσιών",44.000,,
1024-801-0324600,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Σάμου",40.000,,
24,"Αγορές αγαθών και υπηρεσιών",38.000,,
31,"Πάγια περιουσιακά στοιχεία",2.000,,
1024-801-0324700,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Σερρών",93.000,,
24,"Αγορές αγαθών και υπηρεσιών",90.000,,
31,"Πάγια περιουσιακά στοιχεία",3.000,,
1024-801-0324800,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Τρικάλων",107.000,,
24,"Αγορές αγαθών και υπηρεσιών",104.000,,
31,"Πάγια περιουσιακά στοιχεία",3.000,,
1024-801-0324900,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Φθιώτιδας",60.000,,
24,"Αγορές αγαθών και υπηρεσιών",59.000,,
31,"Πάγια περιουσιακά στοιχεία",1.000,,
1024-801-0325000,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Φλώρινας",77.000,,
24,"Αγορές αγαθών και υπηρεσιών",76.000,,
31,"Πάγια περιουσιακά στοιχεία",1.000,,
1024-801-0325100,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Φωκίδας",49.000,,
24,"Αγορές αγαθών και υπηρεσιών",49.000,,
1024-801-0325200,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Χαλκιδικής",128.000,,
24,"Αγορές αγαθών και υπηρεσιών",124.000,,
31,"Πάγια περιουσιακά στοιχεία",4.000,,
1024-801-0325300,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Χανίων",95.000,,
24,"Αγορές αγαθών και υπηρεσιών",95.000,,
1024-801-0325400,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Χίου",50.000,,
24,"Αγορές αγαθών και υπηρεσιών",46.000,,
31,"Πάγια περιουσιακά στοιχεία",4.000,,
1024-801-0430100,"Υπηρεσίες Τελωνειακού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Αιτωλοακαρνανίας",32.000,,
24,"Αγορές αγαθών και υπηρεσιών",32.000,,
1024-801-0430200,"Υπηρεσίες Τελωνειακού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Αργολίδας",29.000,,
24,"Αγορές αγαθών και υπηρεσιών",28.000,,
31,"Πάγια περιουσιακά στοιχεία",1.000,,
1024-801-0430400,"Υπηρεσίες Τελωνειακού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Άρτας",9.000,,
24,"Αγορές αγαθών και υπηρεσιών",9.000,,
1024-801-0430500,"Υπηρεσίες Τελωνειακού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στη Νομαρχία Αθηνών",94.000,,
24,"Αγορές αγαθών και υπηρεσιών",93.000,,
31,"Πάγια περιουσιακά στοιχεία",1.000,,
1024-801-0430600,"Υπηρεσίες Τελωνειακού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στη Νομαρχία Πειραιά",326.000,,
24,"Αγορές αγαθών και υπηρεσιών",325.000,,
31,"Πάγια περιουσιακά στοιχεία",1.000,,
1024-801-0430700,"Υπηρεσίες Τελωνειακού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στη Νομαρχία Ανατολικής Αττικής",139.000,,
24,"Αγορές αγαθών και υπηρεσιών",137.000,,
31,"Πάγια περιουσιακά στοιχεία",2.000,,
1024-801-0430800,"Υπηρεσίες Τελωνειακού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στη Νομαρχία Δυτικής Αττικής",74.000,,
24,"Αγορές αγαθών και υπηρεσιών",72.000,,
31,"Πάγια περιουσιακά στοιχεία",2.000,,
1024-801-0430900,"Υπηρεσίες Τελωνειακού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Αχαΐας",193.000,,
24,"Αγορές αγαθών και υπηρεσιών",192.000,,
31,"Πάγια περιουσιακά στοιχεία",1.000,,
1024-801-0431000,"Υπηρεσίες Τελωνειακού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Βοιωτίας",40.000,,
24,"Αγορές αγαθών και υπηρεσιών",40.000,,
1024-801-0431200,"Υπηρεσίες Τελωνειακού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Δράμας",57.000,,
24,"Αγορές αγαθών και υπηρεσιών",55.000,,
31,"Πάγια περιουσιακά στοιχεία",2.000,,
1024-801-0431300,"Υπηρεσίες Τελωνειακού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Δωδεκανήσου",66.000,,
24,"Αγορές αγαθών και υπηρεσιών",61.000,,
31,"Πάγια περιουσιακά στοιχεία",5.000,,
1024-801-0431400,"Υπηρεσίες Τελωνειακού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Έβρου",244.000,,
24,"Αγορές αγαθών και υπηρεσιών",240.000,,
31,"Πάγια περιουσιακά στοιχεία",4.000,,
1024-801-0431500,"Υπηρεσίες Τελωνειακού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Ευβοίας",36.000,,
24,"Αγορές αγαθών και υπηρεσιών",35.000,,
31,"Πάγια περιουσιακά στοιχεία",1.000,,
1024-801-0431700,"Υπηρεσίες Τελωνειακού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Ζακύνθου",28.000,,
24,"Αγορές αγαθών και υπηρεσιών",28.000,,
1024-801-0431800,"Υπηρεσίες Τελωνειακού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Ηλείας",34.000,,
24,"Αγορές αγαθών και υπηρεσιών",32.000,,
31,"Πάγια περιουσιακά στοιχεία",2.000,,
1024-801-0431900,"Υπηρεσίες Τελωνειακού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Ημαθίας",61.000,,
24,"Αγορές αγαθών και υπηρεσιών",58.000,,
31,"Πάγια περιουσιακά στοιχεία",3.000,,
1024-801-0432000,"Υπηρεσίες Τελωνειακού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Ηρακλείου",63.000,,
24,"Αγορές αγαθών και υπηρεσιών",61.000,,
31,"Πάγια περιουσιακά στοιχεία",2.000,,
1024-801-0432100,"Υπηρεσίες Τελωνειακού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Θεσπρωτίας",72.000,,
24,"Αγορές αγαθών και υπηρεσιών",72.000,,
1024-801-0432200,"Υπηρεσίες Τελωνειακού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Θεσσαλονίκης",305.000,,
24,"Αγορές αγαθών και υπηρεσιών",303.000,,
31,"Πάγια περιουσιακά στοιχεία",2.000,,
1024-801-0432300,"Υπηρεσίες Τελωνειακού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Ιωαννίνων",83.000,,
24,"Αγορές αγαθών και υπηρεσιών",81.000,,
31,"Πάγια περιουσιακά στοιχεία",2.000,,
1024-801-0432400,"Υπηρεσίες Τελωνειακού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Καβάλας",48.000,,
24,"Αγορές αγαθών και υπηρεσιών",45.000,,
31,"Πάγια περιουσιακά στοιχεία",3.000,,
1024-801-0432600,"Υπηρεσίες Τελωνειακού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Καστοριάς",65.000,,
24,"Αγορές αγαθών και υπηρεσιών",62.000,,
31,"Πάγια περιουσιακά στοιχεία",3.000,,
1024-801-0432700,"Υπηρεσίες Τελωνειακού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Κέρκυρας",33.000,,
24,"Αγορές αγαθών και υπηρεσιών",31.000,,
31,"Πάγια περιουσιακά στοιχεία",2.000,,
1024-801-0432800,"Υπηρεσίες Τελωνειακού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Κεφαλληνίας",6.000,,
24,"Αγορές αγαθών και υπηρεσιών",5.000,,
31,"Πάγια περιουσιακά στοιχεία",1.000,,
1024-801-0432900,"Υπηρεσίες Τελωνειακού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Κιλκίς",75.000,,
24,"Αγορές αγαθών και υπηρεσιών",73.000,,
31,"Πάγια περιουσιακά στοιχεία",2.000,,
1024-801-0433000,"Υπηρεσίες Τελωνειακού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Κοζάνης",34.000,,
24,"Αγορές αγαθών και υπηρεσιών",34.000,,
1024-801-0433100,"Υπηρεσίες Τελωνειακού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Κορινθίας",32.000,,
24,"Αγορές αγαθών και υπηρεσιών",32.000,,
1024-801-0433200,"Υπηρεσίες Τελωνειακού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Κυκλάδων",76.000,,
24,"Αγορές αγαθών και υπηρεσιών",74.000,,
31,"Πάγια περιουσιακά στοιχεία",2.000,,
1024-801-0433300,"Υπηρεσίες Τελωνειακού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Λακωνίας",4.000,,
24,"Αγορές αγαθών και υπηρεσιών",4.000,,
1024-801-0433400,"Υπηρεσίες Τελωνειακού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Λάρισας",93.000,,
24,"Αγορές αγαθών και υπηρεσιών",85.000,,
31,"Πάγια περιουσιακά στοιχεία",8.000,,
1024-801-0433500,"Υπηρεσίες Τελωνειακού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στον νομό Λασιθίου",18.000,,
24,"Αγορές αγαθών και υπηρεσιών",18.000,,
