Κωδικός,Ονομασία,Ποσό 1,Ποσό 2,Ποσό 3
24,"Αγορές αγαθών και υπηρεσιών",16.000,,
1023-204-0313100,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Κορινθίας",21.000,,
24,"Αγορές αγαθών και υπηρεσιών",20.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",1.000,,
1023-204-0313200,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Κυκλάδων",27.000,,
24,"Αγορές αγαθών και υπηρεσιών",27.000,,
1023-204-0313300,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Λακωνίας",13.000,,
24,"Αγορές αγαθών και υπηρεσιών",13.000,,
1023-204-0313400,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Λάρισας",27.000,,
24,"Αγορές αγαθών και υπηρεσιών",25.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",2.000,,
1023-204-0313500,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Λασιθίου",13.000,,
24,"Αγορές αγαθών και υπηρεσιών",12.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",1.000,,
1023-204-0313600,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Λέσβου",22.000,,
24,"Αγορές αγαθών και υπηρεσιών",22.000,,
1023-204-0313700,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Λευκάδας",13.000,,
24,"Αγορές αγαθών και υπηρεσιών",13.000,,
1023-204-0313800,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Μαγνησίας",36.000,,
24,"Αγορές αγαθών και υπηρεσιών",34.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",2.000,,
1023-204-0313900,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Μεσσηνίας",19.000,,
24,"Αγορές αγαθών και υπηρεσιών",18.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",1.000,,
1023-204-0314000,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Ξάνθης",4.000,,
24,"Αγορές αγαθών και υπηρεσιών",4.000,,
1023-204-0314100,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Πέλλας",7.000,,
24,"Αγορές αγαθών και υπηρεσιών",7.000,,
1023-204-0314200,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Πιερίας",15.000,,
24,"Αγορές αγαθών και υπηρεσιών",13.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",2.000,,
1023-204-0314300,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Πρέβεζας",17.000,,
24,"Αγορές αγαθών και υπηρεσιών",17.000,,
1023-204-0314400,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Ρεθύμνου",15.000,,
24,"Αγορές αγαθών και υπηρεσιών",15.000,,
1023-204-0314500,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Ροδόπης",28.000,,
24,"Αγορές αγαθών και υπηρεσιών",28.000,,
1023-204-0314600,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Σάμου",18.000,,
24,"Αγορές αγαθών και υπηρεσιών",17.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",1.000,,
1023-204-0314700,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Σερρών",13.000,,
24,"Αγορές αγαθών και υπηρεσιών",11.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",2.000,,
1023-204-0314800,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Τρικάλων",27.000,,
24,"Αγορές αγαθών και υπηρεσιών",26.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",1.000,,
1023-204-0314900,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Φθιώτιδας",26.000,,
24,"Αγορές αγαθών και υπηρεσιών",25.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",1.000,,
1023-204-0315000,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Φλώρινας",10.000,,
24,"Αγορές αγαθών και υπηρεσιών",9.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",1.000,,
1023-204-0315100,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Φωκίδας",14.000,,
24,"Αγορές αγαθών και υπηρεσιών",14.000,,
1023-204-0315200,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Χαλκιδικής",22.000,,
24,"Αγορές αγαθών και υπηρεσιών",21.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",1.000,,
1023-204-0315300,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Χανίων",27.000,,
24,"Αγορές αγαθών και υπηρεσιών",25.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",2.000,,
1023-204-0315400,"Δημοσιονομική Υπηρεσία Εποπτείας και Ελέγχου της Γενικής Γραμματείας Δημοσιονομικής Πολιτικής στο Νομό Χίου",19.000,,
24,"Αγορές αγαθών και υπηρεσιών",19.000,,
1023-207-0000000,"Γενική Γραμματεία Φορολογικής Πολιτικής και Δημόσιας Περιουσίας",35.772.000,,
21,"Παροχές σε εργαζομένους",28.941.000,,
24,"Αγορές αγαθών και υπηρεσιών",6.559.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",272.000,,
1023-401-0000000,"Νομικό Συμβούλιο του Κράτους",41.300.000,,
21,"Παροχές σε εργαζομένους",38.750.000,,
24,"Αγορές αγαθών και υπηρεσιών",2.473.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",77.000,,
1023-402-0000000,"Ειδική Υπηρεσία Συντονισμού Ταμείου Ανάκαμψης",3.963.000,,
21,"Παροχές σε εργαζομένους",902.000,,
24,"Αγορές αγαθών και υπηρεσιών",3.021.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",40.000,,
1023-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Οικονομικών  οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",73.820.000,,
21,"Παροχές σε εργαζομένους",11.164.000,,
23,"Μεταβιβάσεις",37.006.000,,
24,"Αγορές αγαθών και υπηρεσιών",23.980.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",1.670.000,,
1023-610-0000000,"Δαπάνες της Ειδικής Γραμματείας Διαχείρισης Ιδιωτικού Χρέους που καλύπτονται από τον προϋπολογισμό του Υπουργείου Οικονομικών",2.755.000,,
21,"Παροχές σε εργαζομένους",2.158.000,,
24,"Αγορές αγαθών και υπηρεσιών",523.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",74.000,,
1023-701-0000000,"Δαπάνες μεταναστευτικών ροών του Υπουργείου Οικονομικών",182.100.000,,
23,"Μεταβιβάσεις",2.100.000,,
29,"Πιστώσεις υπό κατανομή",180.000.000,,
1023-711-0000000,"Γενικές Κρατικές Δαπάνες",749.533.852.000,,
22,"Κοινωνικές παροχές",154.434.000,,
23,"Μεταβιβάσεις",3.212.838.000,,
24,"Αγορές αγαθών και υπηρεσιών",102.518.000,,
26,"Τόκοι",4.600.350.000,,
27,"Λοιπές δαπάνες",100.000.000,,
29,"Πιστώσεις υπό κατανομή",2.552.939.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",10.773.000,,
44,"Δάνεια",3.509.500.000,,
45,"Συμμετοχικοί τίτλοι και μερίδια επενδυτικών κεφαλαίων",1.050.500.000,,
53,"Χρεωστικοί τίτλοι (υποχρεώσεις)",29.153.000.000,,
54,"Δάνεια",703.687.000.000,,
57,"Χρηματοοικονομικά παράγωγα",1.400.000.000,,
1023-801-0000000,"Δαπάνες της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» (εκτός των Δημόσιων Οικονομικών Υπηρεσιών και των Τελωνείων)  που καλύπτονται από τον προϋπολογισμό του Υπουργείου Οικονομικών",482.571.000,,
21,"Παροχές σε εργαζομένους",429.292.000,,
23,"Μεταβιβάσεις",12.340.000,,
24,"Αγορές αγαθών και υπηρεσιών",38.504.000,,
27,"Λοιπές δαπάνες",10.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",2.425.000,,
1023-801-0320100,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στο Νομό Αιτωλοακαρνανίας",204.000,,
24,"Αγορές αγαθών και υπηρεσιών",204.000,,
1023-801-0320200,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στο Νομό Αργολίδας",183.000,,
24,"Αγορές αγαθών και υπηρεσιών",180.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",3.000,,
1023-801-0320300,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στο Νομό Αρκαδίας",180.000,,
24,"Αγορές αγαθών και υπηρεσιών",178.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",2.000,,
1023-801-0320400,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στο Νομό Άρτας",162.000,,
24,"Αγορές αγαθών και υπηρεσιών",162.000,,
1023-801-0320500,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στη Νομαρχία Αθηνών",3.415.000,,
24,"Αγορές αγαθών και υπηρεσιών",3.380.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",35.000,,
1023-801-0320600,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στη Νομαρχία Πειραιά",1.667.000,,
24,"Αγορές αγαθών και υπηρεσιών",1.655.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",12.000,,
1023-801-0320700,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στη Νομαρχία Ανατολικής Αττικής",3.008.000,,
24,"Αγορές αγαθών και υπηρεσιών",2.949.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",59.000,,
1023-801-0320800,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στη Νομαρχία Δυτικής Αττικής",125.000,,
24,"Αγορές αγαθών και υπηρεσιών",123.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",2.000,,
1023-801-0320900,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στο Νομό Αχαΐας",545.000,,
24,"Αγορές αγαθών και υπηρεσιών",537.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",8.000,,
1023-801-0321000,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στο Νομό Βοιωτίας",220.000,,
24,"Αγορές αγαθών και υπηρεσιών",218.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",2.000,,
1023-801-0321100,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στο Νομό Γρεβενών",50.000,,
24,"Αγορές αγαθών και υπηρεσιών",48.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",2.000,,
1023-801-0321200,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στο Νομό Δράμας",72.000,,
24,"Αγορές αγαθών και υπηρεσιών",68.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",4.000,,
1023-801-0321300,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στο Νομό Δωδεκανήσου",177.000,,
24,"Αγορές αγαθών και υπηρεσιών",177.000,,
1023-801-0321400,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στο Νομό Έβρου",221.000,,
24,"Αγορές αγαθών και υπηρεσιών",221.000,,
1023-801-0321500,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στο Νομό Ευβοίας",207.000,,
24,"Αγορές αγαθών και υπηρεσιών",207.000,,
1023-801-0321600,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στο Νομό Ευρυτανίας",67.000,,
24,"Αγορές αγαθών και υπηρεσιών",66.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",1.000,,
1023-801-0321700,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στο Νομό Ζακύνθου",99.000,,
24,"Αγορές αγαθών και υπηρεσιών",96.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",3.000,,
1023-801-0321800,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στο Νομό Ηλείας",237.000,,
24,"Αγορές αγαθών και υπηρεσιών",235.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",2.000,,
1023-801-0321900,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στο Νομό Ημαθίας",197.000,,
24,"Αγορές αγαθών και υπηρεσιών",191.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",6.000,,
1023-801-0322000,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στο Νομό Ηρακλείου",298.000,,
24,"Αγορές αγαθών και υπηρεσιών",298.000,,
1023-801-0322100,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στο Νομό Θεσπρωτίας",110.000,,
24,"Αγορές αγαθών και υπηρεσιών",109.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",1.000,,
1023-801-0322200,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στο Νομό Θεσσαλονίκης",2.848.000,,
24,"Αγορές αγαθών και υπηρεσιών",2.789.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",59.000,,
1023-801-0322300,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στο Νομό Ιωαννίνων",81.000,,
24,"Αγορές αγαθών και υπηρεσιών",74.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",7.000,,
1023-801-0322400,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στο Νομό Καβάλας",69.000,,
24,"Αγορές αγαθών και υπηρεσιών",67.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",2.000,,
1023-801-0322500,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στο Νομό Καρδίτσας",168.000,,
24,"Αγορές αγαθών και υπηρεσιών",168.000,,
1023-801-0322600,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στο Νομό Καστοριάς",169.000,,
24,"Αγορές αγαθών και υπηρεσιών",163.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",6.000,,
1023-801-0322700,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στο Νομό Κέρκυρας",149.000,,
24,"Αγορές αγαθών και υπηρεσιών",147.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",2.000,,
1023-801-0322800,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στο Νομό Κεφαλληνίας",104.000,,
24,"Αγορές αγαθών και υπηρεσιών",104.000,,
1023-801-0322900,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στο Νομό Κιλκίς",133.000,,
24,"Αγορές αγαθών και υπηρεσιών",130.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",3.000,,
1023-801-0323000,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στο Νομό Κοζάνης",307.000,,
24,"Αγορές αγαθών και υπηρεσιών",303.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",4.000,,
1023-801-0323100,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στο Νομό Κορινθίας",230.000,,
24,"Αγορές αγαθών και υπηρεσιών",229.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",1.000,,
1023-801-0323200,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στο Νομό Κυκλάδων",393.000,,
24,"Αγορές αγαθών και υπηρεσιών",388.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",5.000,,
1023-801-0323300,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στο Νομό Λακωνίας",111.000,,
24,"Αγορές αγαθών και υπηρεσιών",111.000,,
1023-801-0323400,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στο Νομό Λάρισας",271.000,,
24,"Αγορές αγαθών και υπηρεσιών",267.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",4.000,,
1023-801-0323500,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στο Νομό Λασιθίου",116.000,,
24,"Αγορές αγαθών και υπηρεσιών",115.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",1.000,,
1023-801-0323600,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στο Νομό Λέσβου",291.000,,
24,"Αγορές αγαθών και υπηρεσιών",290.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",1.000,,
1023-801-0323700,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στο Νομό Λευκάδας",93.000,,
24,"Αγορές αγαθών και υπηρεσιών",90.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",3.000,,
1023-801-0323800,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στο Νομό Μαγνησίας",567.000,,
24,"Αγορές αγαθών και υπηρεσιών",567.000,,
1023-801-0323900,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στο Νομό Μεσσηνίας",275.000,,
24,"Αγορές αγαθών και υπηρεσιών",273.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",2.000,,
1023-801-0324000,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στο Νομό Ξάνθης",61.000,,
24,"Αγορές αγαθών και υπηρεσιών",60.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",1.000,,
1023-801-0324100,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στο Νομό Πέλλας",135.000,,
24,"Αγορές αγαθών και υπηρεσιών",128.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",7.000,,
1023-801-0324200,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στο Νομό Πιερίας",127.000,,
24,"Αγορές αγαθών και υπηρεσιών",125.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",2.000,,
1023-801-0324300,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στο Νομό Πρέβεζας",192.000,,
24,"Αγορές αγαθών και υπηρεσιών",190.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",2.000,,
1023-801-0324400,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στο Νομό Ρεθύμνου",218.000,,
24,"Αγορές αγαθών και υπηρεσιών",217.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",1.000,,
1023-801-0324500,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στο Νομό Ροδόπης",45.000,,
24,"Αγορές αγαθών και υπηρεσιών",40.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",5.000,,
1023-801-0324600,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στο Νομό Σάμου",110.000,,
24,"Αγορές αγαθών και υπηρεσιών",110.000,,
1023-801-0324700,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στο Νομό Σερρών",203.000,,
24,"Αγορές αγαθών και υπηρεσιών",198.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",5.000,,
1023-801-0324800,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στο Νομό Τρικάλων",210.000,,
24,"Αγορές αγαθών και υπηρεσιών",210.000,,
1023-801-0324900,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στο Νομό Φθιώτιδας",197.000,,
24,"Αγορές αγαθών και υπηρεσιών",194.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",3.000,,
1023-801-0325000,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στο Νομό Φλώρινας",156.000,,
24,"Αγορές αγαθών και υπηρεσιών",156.000,,
1023-801-0325100,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στο Νομό Φωκίδας",73.000,,
24,"Αγορές αγαθών και υπηρεσιών",72.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",1.000,,
1023-801-0325200,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στο Νομό Χαλκιδικής",152.000,,
24,"Αγορές αγαθών και υπηρεσιών",150.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",2.000,,
1023-801-0325300,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στο Νομό Χανίων",91.000,,
24,"Αγορές αγαθών και υπηρεσιών",89.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",2.000,,
1023-801-0325400,"Υπηρεσίες Φορολογικού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στο Νομό Χίου",87.000,,
24,"Αγορές αγαθών και υπηρεσιών",86.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",1.000,,
1023-801-0430100,"Υπηρεσίες Τελωνειακού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στο Νομό Αιτωλοακαρνανίας",34.000,,
24,"Αγορές αγαθών και υπηρεσιών",31.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",3.000,,
1023-801-0430200,"Υπηρεσίες Τελωνειακού αντικειμένου της Ανεξάρτητης Διοικητικής Αρχής «Ανεξάρτητη Αρχή Δημοσίων Εσόδων» στο Νομό Αργολίδας",74.000,,
24,"Αγορές αγαθών και υπηρεσιών",74.000,,
